	Concurso	Data	Bola1	Bola2	Bola3	Bola4	Bola5	Bola6	Bola7	Bola8	Bola9	Bola10	Bola11	Bola12	Bola13	Bola14	Bola15	Arrecadacao	Ganhadores	Numero1	Numero2	Numero3	Numero4	Numero5	Numero6	Numero7	Numero8	Numero9	Numero10	Numero11	NUmero12	Numero13	Numero14	Numero15										
1	890	08/04/2013	3	7	1	11	23	6	17	19	24	4	2	18	8	5	16	18167783.75	1	1	2	3	4	5	6	7	8	#N/A	#N/A	11	#N/A	#N/A	#N/A	#N/A	16	17	18	19	#N/A	#N/A	#N/A	23	24	#N/A
1	891	10/04/2013	5	24	17	23	8	16	19	15	7	25	14	12	6	1	21	17917886.25	6	1	#N/A	#N/A	#N/A	5	6	7	8	#N/A	#N/A	#N/A	12	#N/A	14	15	16	17	#N/A	19	#N/A	21	#N/A	23	24	25
1	892	12/04/2013	6	24	13	3	14	2	19	10	16	20	17	21	22	1	5	18374991.25	2	1	2	3	#N/A	5	6	#N/A	#N/A	#N/A	10	#N/A	#N/A	13	14	#N/A	16	17	#N/A	19	20	21	22	#N/A	24	#N/A
1	893	15/04/2013	8	23	22	6	3	2	5	24	16	9	11	4	1	15	20	18614280	0	1	2	3	4	5	6	#N/A	8	9	#N/A	11	#N/A	#N/A	#N/A	15	16	#N/A	#N/A	#N/A	20	#N/A	22	23	24	#N/A
1	894	17/04/2013	21	2	18	15	22	6	9	13	12	19	24	25	14	5	1	24047731.25	4	1	2	#N/A	#N/A	5	6	#N/A	#N/A	9	#N/A	#N/A	12	13	14	15	#N/A	#N/A	18	19	#N/A	21	22	#N/A	24	25
1	895	19/04/2013	25	13	18	17	21	2	5	16	8	12	6	11	3	19	4	18479786.25	1	#N/A	2	3	4	5	6	#N/A	8	#N/A	#N/A	11	12	13	#N/A	#N/A	16	17	18	19	#N/A	21	#N/A	#N/A	#N/A	25
1	896	22/04/2013	8	13	15	1	2	7	12	20	18	4	17	19	3	6	23	18668972.5	0	1	2	3	4	#N/A	6	7	8	#N/A	#N/A	#N/A	12	13	#N/A	15	#N/A	17	18	19	20	#N/A	#N/A	23	#N/A	#N/A
1	897	24/04/2013	23	21	9	16	1	11	8	13	10	2	17	14	7	5	18	23234852.5	1	1	2	#N/A	#N/A	5	#N/A	7	8	9	10	11	#N/A	13	14	#N/A	16	17	18	#N/A	#N/A	21	#N/A	23	#N/A	#N/A
1	898	26/04/2013	14	1	24	20	10	11	4	18	12	8	9	21	6	13	25	18484898.75	0	1	#N/A	#N/A	4	#N/A	6	#N/A	8	9	10	11	12	13	14	#N/A	#N/A	#N/A	18	#N/A	20	21	#N/A	#N/A	24	25
1	899	29/04/2013	21	9	20	25	4	10	23	7	15	16	1	14	17	18	12	21944132.5	8	1	#N/A	#N/A	4	#N/A	#N/A	7	#N/A	9	10	#N/A	12	#N/A	14	15	16	17	18	#N/A	20	21	#N/A	23	#N/A	25
1	900	03/05/2013	2	11	7	20	6	25	15	1	13	8	22	10	24	18	12	23308606.25	4	1	#N/A	#N/A	#N/A	#N/A	6	7	8	#N/A	10	11	12	13	#N/A	15	#N/A	#N/A	18	#N/A	20	#N/A	22	#N/A	24	25
1	901	06/05/2013	22	1	7	6	24	10	16	23	4	13	18	12	14	25	2	19423522.5	1	1	2	#N/A	4	#N/A	6	7	#N/A	#N/A	10	#N/A	12	13	14	#N/A	16	#N/A	18	#N/A	#N/A	#N/A	22	23	24	25
1	902	08/05/2013	24	2	11	4	8	17	5	25	9	1	6	3	20	21	23	18312502.5	1	1	2	3	4	5	6	#N/A	8	9	#N/A	11	#N/A	#N/A	#N/A	#N/A	#N/A	17	#N/A	#N/A	20	21	#N/A	23	24	25
1	903	10/05/2013	6	20	5	16	8	18	10	2	15	11	13	3	4	1	22	18197715	29	1	2	3	4	5	6	#N/A	8	#N/A	10	11	#N/A	13	#N/A	15	16	#N/A	18	#N/A	20	#N/A	22	#N/A	#N/A	#N/A
1	904	13/05/2013	10	17	16	18	20	22	13	24	7	19	6	9	1	12	5	19076688.75	3	1	#N/A	#N/A	#N/A	5	6	7	#N/A	9	10	#N/A	12	13	#N/A	#N/A	16	17	18	19	20	#N/A	22	#N/A	24	#N/A
1	905	15/05/2013	6	14	20	16	4	11	12	21	1	22	8	23	17	10	13	17903935	3	1	#N/A	#N/A	4	#N/A	6	#N/A	8	#N/A	10	11	12	13	14	#N/A	16	17	#N/A	#N/A	20	21	22	23	#N/A	#N/A
1	906	17/05/2013	5	3	7	10	8	12	22	6	24	1	17	21	18	2	9	17977238.75	1	1	2	3	#N/A	5	6	7	8	9	10	#N/A	12	#N/A	#N/A	#N/A	#N/A	17	18	#N/A	#N/A	21	22	#N/A	24	#N/A
1	907	20/05/2013	14	4	8	23	5	3	21	13	2	7	20	16	15	22	10	18435088.75	2	#N/A	2	3	4	5	#N/A	7	8	#N/A	10	#N/A	#N/A	13	14	15	16	#N/A	#N/A	#N/A	20	21	22	23	#N/A	#N/A
1	908	22/05/2013	1	15	4	10	12	23	17	13	25	2	18	6	24	9	7	17391132.5	7	1	2	#N/A	4	#N/A	6	7	#N/A	9	10	#N/A	12	13	#N/A	15	#N/A	17	18	#N/A	#N/A	#N/A	#N/A	23	24	25
1	909	24/05/2013	1	8	6	18	3	12	20	13	21	11	7	10	2	22	5	17771860	4	1	2	3	#N/A	5	6	7	8	#N/A	10	11	12	13	#N/A	#N/A	#N/A	#N/A	18	#N/A	20	21	22	#N/A	#N/A	#N/A
1	910	27/05/2013	5	11	17	8	6	24	25	20	16	18	3	19	4	13	9	17987955	5	#N/A	#N/A	3	4	5	6	#N/A	8	9	#N/A	11	#N/A	13	#N/A	#N/A	16	17	18	19	20	#N/A	#N/A	#N/A	24	25
1	911	29/05/2013	24	2	17	5	11	21	6	22	25	15	23	3	8	1	13	16371787.5	3	1	2	3	#N/A	5	6	#N/A	8	#N/A	#N/A	11	#N/A	13	#N/A	15	#N/A	17	#N/A	#N/A	#N/A	21	22	23	24	25
1	912	31/05/2013	17	14	20	23	15	22	16	4	18	7	21	2	10	3	19	15064735	1	#N/A	2	3	4	#N/A	#N/A	7	#N/A	#N/A	10	#N/A	#N/A	#N/A	14	15	16	17	18	19	20	21	22	23	#N/A	#N/A
1	913	03/06/2013	25	22	20	10	19	24	13	5	18	12	6	17	4	15	3	18296872.5	3	#N/A	#N/A	3	4	5	6	#N/A	#N/A	#N/A	10	#N/A	12	13	#N/A	15	#N/A	17	18	19	20	#N/A	22	#N/A	24	25
1	914	05/06/2013	5	4	22	12	24	3	1	11	23	18	17	15	6	10	20	17880816.25	2	1	#N/A	3	4	5	6	#N/A	#N/A	#N/A	10	11	12	#N/A	#N/A	15	#N/A	17	18	#N/A	20	#N/A	22	23	24	#N/A
1	915	07/06/2013	11	20	24	2	10	4	13	5	23	25	8	22	18	1	6	18697866.25	9	1	2	#N/A	4	5	6	#N/A	8	#N/A	10	11	#N/A	13	#N/A	#N/A	#N/A	#N/A	18	#N/A	20	#N/A	22	23	24	25
1	916	10/06/2013	6	24	17	5	19	4	13	18	3	23	7	1	2	14	11	18717087.5	1	1	2	3	4	5	6	7	#N/A	#N/A	#N/A	11	#N/A	13	14	#N/A	#N/A	17	18	19	#N/A	#N/A	#N/A	23	24	#N/A
1	917	12/06/2013	3	21	1	5	4	14	11	20	19	6	13	22	24	2	17	18766985	1	1	2	3	4	5	6	#N/A	#N/A	#N/A	#N/A	11	#N/A	13	14	#N/A	#N/A	17	#N/A	19	20	21	22	#N/A	24	#N/A
1	918	14/06/2013	1	23	8	9	4	22	21	3	2	13	6	16	17	14	15	18813556.25	4	1	2	3	4	#N/A	6	#N/A	8	9	#N/A	#N/A	#N/A	13	14	15	16	17	#N/A	#N/A	#N/A	21	22	23	#N/A	#N/A
1	919	17/06/2013	5	13	4	21	14	11	3	1	22	7	17	9	19	2	10	19015487.5	9	1	2	3	4	5	#N/A	7	#N/A	9	10	11	#N/A	13	14	#N/A	#N/A	17	#N/A	19	#N/A	21	22	#N/A	#N/A	#N/A
1	920	19/06/2013	19	2	5	4	1	3	23	10	6	16	20	15	13	12	22	17195903.75	7	1	2	3	4	5	6	#N/A	#N/A	#N/A	10	#N/A	12	13	#N/A	15	16	#N/A	#N/A	19	20	#N/A	22	23	#N/A	#N/A
1	921	21/06/2013	18	4	3	16	17	15	2	25	24	21	9	7	12	1	19	17756240	4	1	2	3	4	#N/A	#N/A	7	#N/A	9	#N/A	#N/A	12	#N/A	#N/A	15	16	17	18	19	#N/A	21	#N/A	#N/A	24	25
1	922	24/06/2013	23	2	17	21	8	12	4	9	5	20	6	22	16	24	15	15549668.75	1	#N/A	2	#N/A	4	5	6	#N/A	8	9	#N/A	#N/A	12	#N/A	#N/A	15	16	17	#N/A	#N/A	20	21	22	23	24	#N/A
1	923	26/06/2013	14	15	1	7	4	19	22	12	5	6	10	20	24	25	3	15782213.75	4	1	#N/A	3	4	5	6	7	#N/A	#N/A	10	#N/A	12	#N/A	14	15	#N/A	#N/A	#N/A	19	20	#N/A	22	#N/A	24	25
1	924	28/06/2013	16	8	17	2	20	7	6	12	18	1	10	19	14	24	9	17571391.25	1	1	2	#N/A	#N/A	#N/A	6	7	8	9	10	#N/A	12	#N/A	14	#N/A	16	17	18	19	20	#N/A	#N/A	#N/A	24	#N/A
1	925	01/07/2013	12	3	16	23	7	25	22	1	4	6	24	14	13	9	15	17492985	6	1	#N/A	3	4	#N/A	6	7	#N/A	9	#N/A	#N/A	12	13	14	15	16	#N/A	#N/A	#N/A	#N/A	#N/A	22	23	24	25
1	926	03/07/2013	14	1	11	19	15	5	13	24	9	12	7	6	10	8	21	17745471.25	2	1	#N/A	#N/A	#N/A	5	6	7	8	9	10	11	12	13	14	15	#N/A	#N/A	#N/A	19	#N/A	21	#N/A	#N/A	24	#N/A
1	927	05/07/2013	23	22	2	5	9	6	3	14	13	21	16	17	11	20	25	17489780	4	#N/A	2	3	#N/A	5	6	#N/A	#N/A	9	#N/A	11	#N/A	13	14	#N/A	16	17	#N/A	#N/A	20	21	22	23	#N/A	25
1	928	08/07/2013	11	14	1	9	19	4	12	24	6	8	10	25	17	15	23	18374512.5	3	1	#N/A	#N/A	4	#N/A	6	#N/A	8	9	10	11	12	#N/A	14	15	#N/A	17	#N/A	19	#N/A	#N/A	#N/A	23	24	25
1	929	10/07/2013	23	2	18	25	14	1	21	11	9	8	20	7	4	5	10	16938465	2	1	2	#N/A	4	5	#N/A	7	8	9	10	11	#N/A	#N/A	14	#N/A	#N/A	#N/A	18	#N/A	20	21	#N/A	23	#N/A	25
1	930	12/07/2013	9	20	24	2	11	14	15	16	5	25	6	12	22	23	3	18370201.25	4	#N/A	2	3	#N/A	5	6	#N/A	#N/A	9	#N/A	11	12	#N/A	14	15	16	#N/A	#N/A	#N/A	20	#N/A	22	23	24	25
1	931	15/07/2013	20	19	16	5	8	3	25	14	12	10	22	11	2	6	24	18657858.75	19	#N/A	2	3	#N/A	5	6	#N/A	8	#N/A	10	11	12	#N/A	14	#N/A	16	#N/A	#N/A	19	20	#N/A	22	#N/A	24	25
1	932	17/07/2013	16	18	4	8	12	13	20	14	1	25	21	5	23	15	22	17887972.5	3	1	#N/A	#N/A	4	5	#N/A	#N/A	8	#N/A	#N/A	#N/A	12	13	14	15	16	#N/A	18	#N/A	20	21	22	23	#N/A	25
1	933	19/07/2013	14	17	19	15	7	5	11	24	23	2	16	4	10	6	3	17608676.25	4	#N/A	2	3	4	5	6	7	#N/A	#N/A	10	11	#N/A	#N/A	14	15	16	17	#N/A	19	#N/A	#N/A	#N/A	23	24	#N/A
1	934	22/07/2013	22	24	21	8	20	3	23	4	14	25	11	9	2	10	19	17978643.75	6	#N/A	2	3	4	#N/A	#N/A	#N/A	8	9	10	11	#N/A	#N/A	14	#N/A	#N/A	#N/A	#N/A	19	20	21	22	23	24	25
1	935	24/07/2013	7	22	19	18	3	4	1	2	10	14	23	5	6	12	9	16400607.5	7	1	2	3	4	5	6	7	#N/A	9	10	#N/A	12	#N/A	14	#N/A	#N/A	#N/A	18	19	#N/A	#N/A	22	23	#N/A	#N/A
1	936	26/07/2013	7	4	1	8	18	25	2	15	3	13	6	17	20	19	23	16477340	5	1	2	3	4	#N/A	6	7	8	#N/A	#N/A	#N/A	#N/A	13	#N/A	15	#N/A	17	18	19	20	#N/A	#N/A	23	#N/A	25
1	937	29/07/2013	23	2	20	14	25	19	6	9	1	11	13	24	10	16	12	18039021.25	2	1	2	#N/A	#N/A	#N/A	6	#N/A	#N/A	9	10	11	12	13	14	#N/A	16	#N/A	#N/A	19	20	#N/A	#N/A	23	24	25
1	938	31/07/2013	19	6	7	17	20	15	11	25	13	16	18	3	4	10	2	17368430	2	#N/A	2	3	4	#N/A	6	7	#N/A	#N/A	10	11	#N/A	13	#N/A	15	16	17	18	19	20	#N/A	#N/A	#N/A	#N/A	25
1	939	02/08/2013	11	21	25	1	7	5	20	9	10	18	16	6	4	19	15	18428811.25	5	1	#N/A	#N/A	4	5	6	7	#N/A	9	10	11	#N/A	#N/A	#N/A	15	16	#N/A	18	19	20	21	#N/A	#N/A	#N/A	25
1	940	05/08/2013	25	14	18	24	4	17	3	2	9	20	19	16	13	7	6	18811687.5	8	#N/A	2	3	4	#N/A	6	7	#N/A	9	#N/A	#N/A	#N/A	13	14	#N/A	16	17	18	19	20	#N/A	#N/A	#N/A	24	25
1	941	07/08/2013	11	25	16	3	15	18	4	5	2	9	10	7	1	8	23	18770717.5	2	1	2	3	4	5	#N/A	7	8	9	10	11	#N/A	#N/A	#N/A	15	16	#N/A	18	#N/A	#N/A	#N/A	#N/A	23	#N/A	25
1	942	09/08/2013	13	18	5	1	21	6	4	24	11	22	12	3	7	19	20	18783558.75	7	1	#N/A	3	4	5	6	7	#N/A	#N/A	#N/A	11	12	13	#N/A	#N/A	#N/A	#N/A	18	19	20	21	22	#N/A	24	#N/A
1	943	12/08/2013	5	18	14	13	12	10	23	3	6	9	15	21	17	4	22	18646142.5	5	#N/A	#N/A	3	4	5	6	#N/A	#N/A	9	10	#N/A	12	13	14	15	#N/A	17	18	#N/A	#N/A	21	22	23	#N/A	#N/A
1	944	14/08/2013	16	9	21	8	10	12	11	24	19	1	14	13	25	17	18	17571705	3	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	9	10	11	12	13	14	#N/A	16	17	18	19	#N/A	21	#N/A	#N/A	24	25
1	945	16/08/2013	13	4	21	2	9	20	3	19	24	6	18	23	11	25	5	17942240	2	#N/A	2	3	4	5	6	#N/A	#N/A	9	#N/A	11	#N/A	13	#N/A	#N/A	#N/A	#N/A	18	19	20	21	#N/A	23	24	25
1	946	19/08/2013	1	22	10	24	14	20	21	16	7	19	25	18	9	8	17	18726688.75	3	1	#N/A	#N/A	#N/A	#N/A	#N/A	7	8	9	10	#N/A	#N/A	#N/A	14	#N/A	16	17	18	19	20	21	22	#N/A	24	25
1	947	21/08/2013	3	9	7	16	22	18	10	1	11	12	5	24	15	2	20	17770275	8	1	2	3	#N/A	5	#N/A	7	#N/A	9	10	11	12	#N/A	#N/A	15	16	#N/A	18	#N/A	20	#N/A	22	#N/A	24	#N/A
1	948	23/08/2013	18	2	5	16	21	6	11	9	13	1	19	24	22	8	17	17923508.75	0	1	2	#N/A	#N/A	5	6	#N/A	8	9	#N/A	11	#N/A	13	#N/A	#N/A	16	17	18	19	#N/A	21	22	#N/A	24	#N/A
1	949	26/08/2013	10	17	11	23	8	15	12	6	13	9	14	7	1	21	16	24481728.75	3	1	#N/A	#N/A	#N/A	#N/A	6	7	8	9	10	11	12	13	14	15	16	17	#N/A	#N/A	#N/A	21	#N/A	23	#N/A	#N/A
1	950	28/08/2013	25	12	20	5	21	17	9	8	4	14	13	2	18	7	19	17058010	5	#N/A	2	#N/A	4	5	#N/A	7	8	9	#N/A	#N/A	12	13	14	#N/A	#N/A	17	18	19	20	21	#N/A	#N/A	#N/A	25
1	951	30/08/2013	21	7	25	19	10	17	14	9	15	3	22	8	13	20	23	17676410	1	#N/A	#N/A	3	#N/A	#N/A	#N/A	7	8	9	10	#N/A	#N/A	13	14	15	#N/A	17	#N/A	19	20	21	22	23	#N/A	25
1	952	07/09/2013	12	3	18	17	6	4	8	11	14	23	19	21	25	22	1	184038946.3	66	1	#N/A	3	4	#N/A	6	#N/A	8	#N/A	#N/A	11	12	#N/A	14	#N/A	#N/A	17	18	19	#N/A	21	22	23	#N/A	25
1	953	09/09/2013	1	9	13	12	21	16	10	7	24	15	14	18	5	2	6	16340968.75	3	1	2	#N/A	#N/A	5	6	7	#N/A	9	10	#N/A	12	13	14	15	16	#N/A	18	#N/A	#N/A	21	#N/A	#N/A	24	#N/A
1	954	11/09/2013	11	14	25	23	6	20	13	8	24	3	16	18	12	10	5	21839597.5	4	#N/A	#N/A	3	#N/A	5	6	#N/A	8	#N/A	10	11	12	13	14	#N/A	16	#N/A	18	#N/A	20	#N/A	#N/A	23	24	25
1	955	13/09/2013	4	5	16	7	24	11	1	12	21	14	2	9	13	18	10	22536213.75	8	1	2	#N/A	4	5	#N/A	7	#N/A	9	10	11	12	13	14	#N/A	16	#N/A	18	#N/A	#N/A	21	#N/A	#N/A	24	#N/A
1	956	16/09/2013	5	6	16	13	2	12	17	22	8	4	21	11	18	3	19	20886370	7	#N/A	2	3	4	5	6	#N/A	8	#N/A	#N/A	11	12	13	#N/A	#N/A	16	17	18	19	#N/A	21	22	#N/A	#N/A	#N/A
1	957	18/09/2013	24	15	22	5	8	6	1	23	16	25	13	21	4	7	3	20473332.5	4	1	#N/A	3	4	5	6	7	8	#N/A	#N/A	#N/A	#N/A	13	#N/A	15	16	#N/A	#N/A	#N/A	#N/A	21	22	23	24	25
1	958	20/09/2013	19	14	24	4	6	20	5	1	9	17	21	16	12	13	22	20383113.75	6	1	#N/A	#N/A	4	5	6	#N/A	#N/A	9	#N/A	#N/A	12	13	14	#N/A	16	17	#N/A	19	20	21	22	#N/A	24	#N/A
1	959	23/09/2013	9	19	25	5	12	24	16	20	11	2	22	21	14	23	6	19957588.75	5	#N/A	2	#N/A	#N/A	5	6	#N/A	#N/A	9	#N/A	11	12	#N/A	14	#N/A	16	#N/A	#N/A	19	20	21	22	23	24	25
1	960	25/09/2013	16	14	1	6	7	2	24	17	10	4	20	21	12	18	3	19443263.75	5	1	2	3	4	#N/A	6	7	#N/A	#N/A	10	#N/A	12	#N/A	14	#N/A	16	17	18	#N/A	20	21	#N/A	#N/A	24	#N/A
1	961	27/09/2013	1	4	18	20	7	12	22	2	11	15	25	21	5	9	3	19846927.5	4	1	2	3	4	5	#N/A	7	#N/A	9	#N/A	11	12	#N/A	#N/A	15	#N/A	#N/A	18	#N/A	20	21	22	#N/A	#N/A	25
1	962	30/09/2013	15	1	6	25	14	13	23	21	22	4	17	20	8	9	11	19782530	4	1	#N/A	#N/A	4	#N/A	6	#N/A	8	9	#N/A	11	#N/A	13	14	15	#N/A	17	#N/A	#N/A	20	21	22	23	#N/A	25
1	963	02/10/2013	11	23	15	14	7	3	19	18	9	16	17	6	4	10	24	19823418.75	2	#N/A	#N/A	3	4	#N/A	6	7	#N/A	9	10	11	#N/A	#N/A	14	15	16	17	18	19	#N/A	#N/A	#N/A	23	24	#N/A
1	964	04/10/2013	2	23	4	9	15	1	20	3	10	19	11	7	18	17	21	20611673.75	1	1	#N/A	3	4	#N/A	#N/A	7	#N/A	9	10	11	#N/A	#N/A	#N/A	15	#N/A	17	18	19	20	21	#N/A	23	#N/A	#N/A
1	965	07/10/2013	13	18	14	24	19	15	10	22	21	8	16	3	4	11	9	19458092.5	2	#N/A	#N/A	3	4	#N/A	#N/A	#N/A	8	9	10	11	#N/A	13	14	15	16	#N/A	18	19	#N/A	21	22	#N/A	24	#N/A
1	966	09/10/2013	4	11	6	21	7	5	12	3	10	17	2	8	25	19	22	19708068.75	5	#N/A	2	3	4	5	6	7	8	#N/A	10	11	12	#N/A	#N/A	#N/A	#N/A	17	#N/A	19	#N/A	21	22	#N/A	#N/A	25
1	967	11/10/2013	17	4	25	16	22	11	23	21	2	10	20	8	6	9	3	20295466.25	1	#N/A	2	3	4	#N/A	6	#N/A	8	9	10	11	#N/A	#N/A	#N/A	#N/A	16	17	#N/A	#N/A	20	21	22	23	#N/A	25
1	968	14/10/2013	11	7	9	20	19	5	3	4	2	18	14	16	21	13	25	16770608.75	3	#N/A	2	3	4	5	#N/A	7	#N/A	9	#N/A	11	#N/A	13	14	#N/A	16	#N/A	18	19	20	21	#N/A	#N/A	#N/A	25
1	969	16/10/2013	16	17	20	18	5	1	4	12	24	3	10	22	19	11	9	19134560	1	1	#N/A	3	4	5	#N/A	#N/A	#N/A	9	10	11	12	#N/A	#N/A	#N/A	16	17	18	19	20	#N/A	22	#N/A	24	#N/A
1	970	18/10/2013	15	18	6	9	1	17	8	12	19	20	3	21	10	23	24	19973570	4	1	#N/A	3	#N/A	#N/A	6	#N/A	8	9	10	#N/A	12	#N/A	#N/A	15	#N/A	17	18	19	20	21	#N/A	23	24	#N/A
1	971	21/10/2013	22	24	4	9	7	10	5	20	11	6	18	21	3	23	25	17907670	2	#N/A	#N/A	3	4	5	6	7	#N/A	9	10	11	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	#N/A	20	21	22	23	24	25
1	972	23/10/2013	22	1	13	15	8	23	25	20	21	11	3	6	16	14	24	18678341.25	4	1	#N/A	3	#N/A	#N/A	6	#N/A	8	#N/A	#N/A	11	#N/A	13	14	15	16	#N/A	#N/A	#N/A	20	21	22	23	24	25
1	973	25/10/2013	22	14	6	3	1	24	5	11	8	25	2	20	15	21	18	18753606.25	3	1	2	3	#N/A	5	6	#N/A	8	#N/A	#N/A	11	#N/A	#N/A	14	15	#N/A	#N/A	18	#N/A	20	21	22	#N/A	24	25
1	974	28/10/2013	1	21	12	22	6	4	14	10	9	7	19	8	17	15	24	18494096.25	5	1	#N/A	#N/A	4	#N/A	6	7	8	9	10	#N/A	12	#N/A	14	15	#N/A	17	#N/A	19	#N/A	21	22	#N/A	24	#N/A
1	975	30/10/2013	11	12	6	10	16	19	2	20	4	1	17	24	14	13	7	18390261.25	2	1	2	#N/A	4	#N/A	6	7	#N/A	#N/A	10	11	12	13	14	#N/A	16	17	#N/A	19	20	#N/A	#N/A	#N/A	24	#N/A
1	976	01/11/2013	19	13	25	14	6	2	10	1	23	21	24	7	3	11	4	19788190	7	1	2	3	4	#N/A	6	7	#N/A	#N/A	10	11	#N/A	13	14	#N/A	#N/A	#N/A	#N/A	19	#N/A	21	#N/A	23	24	25
1	977	04/11/2013	22	1	2	14	11	17	10	7	23	18	13	20	24	8	6	16245977.5	2	1	2	#N/A	#N/A	#N/A	6	7	8	#N/A	10	11	#N/A	13	14	#N/A	#N/A	17	18	#N/A	20	#N/A	22	23	24	#N/A
1	978	06/11/2013	13	18	4	11	15	3	16	7	14	5	9	25	12	8	6	19404726.25	2	#N/A	#N/A	3	4	5	6	7	8	9	#N/A	11	12	13	14	15	16	#N/A	18	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	25
1	979	08/11/2013	6	16	9	19	25	23	22	2	21	24	5	10	7	8	14	19679342.5	7	#N/A	2	#N/A	#N/A	5	6	7	8	9	10	#N/A	#N/A	#N/A	14	#N/A	16	#N/A	#N/A	19	#N/A	21	22	23	24	25
1	980	11/11/2013	12	22	9	24	20	11	7	10	21	2	6	8	17	13	1	18979775	2	1	2	#N/A	#N/A	#N/A	6	7	8	9	10	11	12	13	#N/A	#N/A	#N/A	17	#N/A	#N/A	20	21	22	#N/A	24	#N/A
1	981	13/11/2013	22	24	16	6	9	2	4	18	19	1	25	8	3	12	21	19031186.25	1	1	2	3	4	#N/A	6	#N/A	8	9	#N/A	#N/A	12	#N/A	#N/A	#N/A	16	#N/A	18	19	#N/A	21	22	#N/A	24	25
1	982	16/11/2013	14	5	23	3	4	21	9	7	1	13	17	18	6	24	20	15837672.5	5	1	#N/A	3	4	5	6	7	#N/A	9	#N/A	#N/A	#N/A	13	14	#N/A	#N/A	17	18	#N/A	20	21	#N/A	23	24	#N/A
1	983	18/11/2013	14	8	15	2	10	7	4	18	19	25	5	21	16	11	6	15869077.5	3	#N/A	2	#N/A	4	5	6	7	8	#N/A	10	11	#N/A	#N/A	14	15	16	#N/A	18	19	#N/A	21	#N/A	#N/A	#N/A	25
1	984	20/11/2013	25	15	13	4	2	9	24	12	23	10	22	8	11	20	21	15984548.75	3	#N/A	2	#N/A	4	#N/A	#N/A	#N/A	8	9	10	11	12	13	#N/A	15	#N/A	#N/A	#N/A	#N/A	20	21	22	23	24	25
1	985	22/11/2013	3	21	9	13	24	6	4	17	12	7	22	14	18	23	25	18957911.25	9	#N/A	#N/A	3	4	#N/A	6	7	#N/A	9	#N/A	#N/A	12	13	14	#N/A	#N/A	17	18	#N/A	#N/A	21	22	23	24	25
1	986	25/11/2013	2	14	7	13	1	11	22	21	23	20	15	5	16	24	18	18971103.75	1	1	#N/A	#N/A	#N/A	5	#N/A	7	#N/A	#N/A	#N/A	11	#N/A	13	14	15	16	#N/A	18	#N/A	20	21	22	23	24	#N/A
1	987	27/11/2013	22	15	2	20	4	12	9	19	7	13	6	5	18	11	23	18375838.75	8	#N/A	2	#N/A	4	5	6	7	#N/A	9	#N/A	11	12	13	#N/A	15	#N/A	#N/A	18	19	20	#N/A	22	23	#N/A	#N/A
1	988	29/11/2013	15	3	20	9	13	7	17	11	1	24	25	5	12	16	19	19163553.75	7	1	#N/A	3	#N/A	5	#N/A	7	#N/A	9	#N/A	11	12	13	#N/A	15	16	17	#N/A	19	20	#N/A	#N/A	#N/A	24	25
1	989	02/12/2013	13	15	4	22	10	9	8	19	14	3	24	17	18	6	23	19657371.25	10	#N/A	#N/A	3	4	#N/A	6	#N/A	8	9	10	#N/A	#N/A	13	14	15	#N/A	17	18	19	#N/A	#N/A	22	23	24	#N/A
1	990	04/12/2013	7	8	13	19	20	6	24	22	10	11	12	16	15	5	1	19621093.75	3	1	#N/A	#N/A	#N/A	5	6	7	8	#N/A	10	11	12	13	#N/A	15	16	#N/A	#N/A	19	20	#N/A	22	#N/A	24	#N/A
1	991	06/12/2013	14	7	9	2	6	22	21	24	17	1	15	12	25	5	18	19777118.75	2	1	2	#N/A	#N/A	5	6	7	#N/A	9	#N/A	#N/A	12	#N/A	14	15	#N/A	17	18	#N/A	#N/A	21	22	#N/A	24	25
1	992	09/12/2013	5	17	8	24	20	15	11	13	9	3	19	1	7	4	10	19036316.25	3	1	#N/A	3	4	5	#N/A	7	8	9	10	11	#N/A	13	#N/A	15	#N/A	17	#N/A	19	20	#N/A	#N/A	#N/A	24	#N/A
1	993	11/12/2013	7	5	12	17	20	4	2	25	24	9	14	21	10	23	22	18991796.25	13	#N/A	2	#N/A	4	5	#N/A	7	#N/A	9	10	#N/A	12	#N/A	14	#N/A	#N/A	17	#N/A	#N/A	20	21	22	23	24	25
1	994	13/12/2013	25	23	12	18	8	15	5	11	16	9	3	22	13	7	14	19884807.5	4	#N/A	#N/A	3	#N/A	5	#N/A	7	8	9	#N/A	11	12	13	14	15	16	#N/A	18	#N/A	#N/A	#N/A	22	23	#N/A	25
1	995	16/12/2013	14	2	23	9	20	12	13	8	7	3	22	17	4	24	1	19261593.75	8	1	2	3	4	#N/A	#N/A	7	8	9	#N/A	#N/A	12	13	14	#N/A	#N/A	17	#N/A	#N/A	20	#N/A	22	23	24	#N/A
1	996	18/12/2013	20	18	21	9	24	2	17	4	16	6	3	13	25	7	23	18908596.25	6	#N/A	2	3	4	#N/A	6	7	#N/A	9	#N/A	#N/A	#N/A	13	#N/A	#N/A	16	17	18	#N/A	20	21	#N/A	23	24	25
