	Concurso	Data	Bola1	Bola2	Bola3	Bola4	Bola5	Bola6	Bola7	Bola8	Bola9	Bola10	Bola11	Bola12	Bola13	Bola14	Bola15	Arrecadacao	Ganhadores	Numero1	Numero2	Numero3	Numero4	Numero5	Numero6	Numero7	Numero8	Numero9	Numero10	Numero11	NUmero12	Numero13	Numero14	Numero15										
1	301	28/02/2008	2	9	11	3	17	13	12	19	20	15	22	23	18	8	14	0	4	#N/A	#N/A	3	#N/A	#N/A	#N/A	#N/A	8	9	#N/A	11	12	13	14	15	#N/A	17	18	19	20	#N/A	22	23	#N/A	#N/A
1	302	03/03/2008	18	20	9	6	11	25	2	16	15	14	4	22	12	10	5	0	9	#N/A	2	#N/A	4	5	6	#N/A	#N/A	9	10	11	12	#N/A	14	15	16	#N/A	18	#N/A	20	#N/A	22	#N/A	#N/A	25
1	303	06/03/2008	6	22	18	21	12	24	23	20	15	17	2	8	3	16	4	0	3	#N/A	2	3	4	#N/A	6	#N/A	8	#N/A	#N/A	#N/A	12	#N/A	#N/A	15	16	17	18	#N/A	20	21	22	23	24	#N/A
1	304	10/03/2008	1	15	22	16	14	4	18	17	12	21	20	25	5	3	19	0	0	1	#N/A	3	4	5	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	#N/A	14	15	16	17	18	19	20	21	22	#N/A	#N/A	25
1	305	13/03/2008	20	10	25	4	3	18	22	21	2	8	11	12	5	24	13	0	3	#N/A	2	3	4	5	#N/A	#N/A	8	#N/A	10	11	12	13	#N/A	#N/A	#N/A	#N/A	18	#N/A	20	21	22	#N/A	24	25
1	306	17/03/2008	25	5	13	4	2	8	20	1	11	16	18	12	14	15	19	0	0	1	2	#N/A	4	5	#N/A	#N/A	8	#N/A	#N/A	11	12	13	14	15	16	#N/A	18	19	20	#N/A	#N/A	#N/A	#N/A	25
1	307	20/03/2008	20	9	12	14	23	17	21	24	19	1	3	10	15	4	6	0	22	1	#N/A	3	4	#N/A	6	#N/A	#N/A	9	10	#N/A	12	#N/A	14	15	#N/A	17	#N/A	19	20	21	#N/A	23	24	#N/A
1	308	24/03/2008	23	1	21	16	24	19	5	25	12	13	22	4	18	2	15	0	2	1	2	#N/A	4	5	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	13	#N/A	15	16	#N/A	18	19	#N/A	21	22	23	24	25
1	309	27/03/2008	3	13	22	10	16	21	1	9	14	20	4	8	17	24	2	0	2	1	2	3	4	#N/A	#N/A	#N/A	8	9	10	#N/A	#N/A	13	14	#N/A	16	17	#N/A	#N/A	20	21	22	#N/A	24	#N/A
1	310	31/03/2008	11	14	21	10	3	24	18	19	9	15	23	16	5	2	17	0	1	#N/A	2	3	#N/A	5	#N/A	#N/A	#N/A	9	10	11	#N/A	#N/A	14	15	16	17	18	19	#N/A	21	#N/A	23	24	#N/A
1	311	03/04/2008	23	5	24	12	17	10	25	2	14	16	20	19	15	7	4	0	9	#N/A	2	#N/A	4	5	#N/A	7	#N/A	#N/A	10	#N/A	12	#N/A	14	15	16	17	#N/A	19	20	#N/A	#N/A	23	24	25
1	312	07/04/2008	22	8	9	18	2	17	10	19	1	16	25	11	13	12	6	0	1	1	2	#N/A	#N/A	#N/A	6	#N/A	8	9	10	11	12	13	#N/A	#N/A	16	17	18	19	#N/A	#N/A	22	#N/A	#N/A	25
1	313	10/04/2008	7	6	14	23	17	12	15	19	10	16	9	25	2	3	18	0	3	#N/A	2	3	#N/A	#N/A	6	7	#N/A	9	10	#N/A	12	#N/A	14	15	16	17	18	19	#N/A	#N/A	#N/A	23	#N/A	25
1	314	14/04/2008	21	5	11	1	8	19	2	22	9	20	6	12	14	13	15	0	1	1	2	#N/A	#N/A	5	6	#N/A	8	9	#N/A	11	12	13	14	15	#N/A	#N/A	#N/A	19	20	21	22	#N/A	#N/A	#N/A
1	315	17/04/2008	16	13	11	23	5	6	21	17	8	2	24	3	20	14	19	0	10	#N/A	2	3	#N/A	5	6	#N/A	8	#N/A	#N/A	11	#N/A	13	14	#N/A	16	17	#N/A	19	20	21	#N/A	23	24	#N/A
1	316	22/04/2008	8	19	6	14	4	3	24	23	1	13	12	15	10	18	7	0	1	1	#N/A	3	4	#N/A	6	7	8	#N/A	10	#N/A	12	13	14	15	#N/A	#N/A	18	19	#N/A	#N/A	#N/A	23	24	#N/A
1	317	24/04/2008	21	5	8	4	11	1	22	2	25	14	18	16	9	24	19	0	3	1	2	#N/A	4	5	#N/A	#N/A	8	9	#N/A	11	#N/A	#N/A	14	#N/A	16	#N/A	18	19	#N/A	21	22	#N/A	24	25
1	318	28/04/2008	11	21	12	14	6	4	16	15	13	25	5	3	18	23	9	0	4	#N/A	#N/A	3	4	5	6	#N/A	#N/A	9	#N/A	11	12	13	14	15	16	#N/A	18	#N/A	#N/A	21	#N/A	23	#N/A	25
1	319	02/05/2008	14	24	6	9	4	8	3	16	23	1	19	10	20	12	17	0	7	1	#N/A	3	4	#N/A	6	#N/A	8	9	10	#N/A	12	#N/A	14	#N/A	16	17	#N/A	19	20	#N/A	#N/A	23	24	#N/A
1	320	05/05/2008	19	15	12	17	11	18	1	25	3	22	9	21	14	6	23	0	3	1	#N/A	3	#N/A	#N/A	6	#N/A	#N/A	9	#N/A	11	12	#N/A	14	15	#N/A	17	18	19	#N/A	21	22	23	#N/A	25
1	321	08/05/2008	17	20	12	25	9	24	14	3	10	2	4	13	11	16	18	0	1	#N/A	2	3	4	#N/A	#N/A	#N/A	#N/A	9	10	11	12	13	14	#N/A	16	17	18	#N/A	20	#N/A	#N/A	#N/A	24	25
1	322	12/05/2008	1	12	13	2	16	23	3	7	5	20	17	18	15	24	21	0	2	1	2	3	#N/A	5	#N/A	7	#N/A	#N/A	#N/A	#N/A	12	13	#N/A	15	16	17	18	#N/A	20	21	#N/A	23	24	#N/A
1	323	15/05/2008	4	17	2	21	14	1	3	20	6	7	10	25	23	9	19	0	1	1	2	3	4	#N/A	6	7	#N/A	9	10	#N/A	#N/A	#N/A	14	#N/A	#N/A	17	#N/A	19	20	21	#N/A	23	#N/A	25
1	324	19/05/2008	21	10	2	23	8	1	24	16	6	4	7	12	9	3	20	0	4	1	2	3	4	#N/A	6	7	8	9	10	#N/A	12	#N/A	#N/A	#N/A	16	#N/A	#N/A	#N/A	20	21	#N/A	23	24	#N/A
1	325	23/05/2008	25	10	22	20	23	5	4	6	2	14	24	19	7	15	1	0	0	1	2	#N/A	4	5	6	7	#N/A	#N/A	10	#N/A	#N/A	#N/A	14	15	#N/A	#N/A	#N/A	19	20	#N/A	22	23	24	25
1	326	26/05/2008	25	7	24	6	15	13	12	10	1	18	8	11	4	17	2	0	3	1	2	#N/A	4	#N/A	6	7	8	#N/A	10	11	12	13	#N/A	15	#N/A	17	18	#N/A	#N/A	#N/A	#N/A	#N/A	24	25
1	327	29/05/2008	19	8	4	14	3	16	1	15	13	12	17	21	23	2	18	0	4	1	2	3	4	#N/A	#N/A	#N/A	8	#N/A	#N/A	#N/A	12	13	14	15	16	17	18	19	#N/A	21	#N/A	23	#N/A	#N/A
1	328	02/06/2008	13	2	25	23	19	11	12	22	18	24	4	5	3	15	21	0	2	#N/A	2	3	4	5	#N/A	#N/A	#N/A	#N/A	#N/A	11	12	13	#N/A	15	#N/A	#N/A	18	19	#N/A	21	22	23	24	25
1	329	05/06/2008	18	21	8	20	24	9	1	14	4	23	25	3	17	2	13	0	5	1	2	3	4	#N/A	#N/A	#N/A	8	9	#N/A	#N/A	#N/A	13	14	#N/A	#N/A	17	18	#N/A	20	21	#N/A	23	24	25
1	330	09/06/2008	15	19	24	25	2	12	14	5	9	22	23	1	18	17	6	0	5	1	2	#N/A	#N/A	5	6	#N/A	#N/A	9	#N/A	#N/A	12	#N/A	14	15	#N/A	17	18	19	#N/A	#N/A	22	23	24	25
1	331	12/06/2008	16	15	13	19	5	23	3	18	1	7	6	22	21	25	12	0	7	1	#N/A	3	#N/A	5	6	7	#N/A	#N/A	#N/A	#N/A	12	13	#N/A	15	16	#N/A	18	19	#N/A	21	22	23	#N/A	25
1	332	16/06/2008	3	2	11	21	20	12	6	5	19	7	23	24	14	10	25	0	4	#N/A	2	3	#N/A	5	6	7	#N/A	#N/A	10	11	12	#N/A	14	#N/A	#N/A	#N/A	#N/A	19	20	21	#N/A	23	24	25
1	333	19/06/2008	16	2	13	25	9	14	1	6	21	15	5	23	18	12	11	0	13	1	2	#N/A	#N/A	5	6	#N/A	#N/A	9	#N/A	11	12	13	14	15	16	#N/A	18	#N/A	#N/A	21	#N/A	23	#N/A	25
1	334	23/06/2008	17	8	13	15	11	22	21	6	1	2	18	23	25	7	16	0	5	1	2	#N/A	#N/A	#N/A	6	7	8	#N/A	#N/A	11	#N/A	13	#N/A	15	16	17	18	#N/A	#N/A	21	22	23	#N/A	25
1	335	26/06/2008	16	14	21	9	6	17	8	3	20	19	1	12	11	7	4	0	3	1	#N/A	3	4	#N/A	6	7	8	9	#N/A	11	12	#N/A	14	#N/A	16	17	#N/A	19	20	21	#N/A	#N/A	#N/A	#N/A
1	336	30/06/2008	10	15	16	11	3	25	1	14	19	5	22	2	17	6	8	0	7	1	2	3	#N/A	5	6	#N/A	8	#N/A	10	11	#N/A	#N/A	14	15	16	17	#N/A	19	#N/A	#N/A	22	#N/A	#N/A	25
1	337	03/07/2008	3	11	7	8	23	4	19	16	9	5	1	18	22	10	12	0	3	1	#N/A	3	4	5	#N/A	7	8	9	10	11	12	#N/A	#N/A	#N/A	16	#N/A	18	19	#N/A	#N/A	22	23	#N/A	#N/A
1	338	07/07/2008	16	4	7	19	9	3	5	21	20	15	25	17	6	14	12	0	2	#N/A	#N/A	3	4	5	6	7	#N/A	9	#N/A	#N/A	12	#N/A	14	15	16	17	#N/A	19	20	21	#N/A	#N/A	#N/A	25
1	339	10/07/2008	13	19	1	23	18	16	15	5	22	20	24	21	8	2	10	0	4	1	2	#N/A	#N/A	5	#N/A	#N/A	8	#N/A	10	#N/A	#N/A	13	#N/A	15	16	#N/A	18	19	20	21	22	23	24	#N/A
1	340	14/07/2008	14	4	19	2	8	21	20	25	11	10	6	9	5	22	3	0	1	#N/A	2	3	4	5	6	#N/A	8	9	10	11	#N/A	#N/A	14	#N/A	#N/A	#N/A	#N/A	19	20	21	22	#N/A	#N/A	25
1	341	17/07/2008	20	5	21	12	11	7	16	19	18	13	22	1	25	24	9	0	1	1	#N/A	#N/A	#N/A	5	#N/A	7	#N/A	9	#N/A	11	12	13	#N/A	#N/A	16	#N/A	18	19	20	21	22	#N/A	24	25
1	342	21/07/2008	8	3	11	25	23	12	21	15	1	4	20	13	16	19	22	0	3	1	#N/A	3	4	#N/A	#N/A	#N/A	8	#N/A	#N/A	11	12	13	#N/A	15	16	#N/A	#N/A	19	20	21	22	23	#N/A	25
1	343	24/07/2008	20	15	11	25	6	8	18	12	13	16	14	19	22	3	5	0	1	#N/A	#N/A	3	#N/A	5	6	#N/A	8	#N/A	#N/A	11	12	13	14	15	16	#N/A	18	19	20	#N/A	22	#N/A	#N/A	25
1	344	28/07/2008	11	16	9	20	25	24	5	3	12	10	15	13	4	21	6	0	3	#N/A	#N/A	3	4	5	6	#N/A	#N/A	9	10	11	12	13	#N/A	15	16	#N/A	#N/A	#N/A	20	21	#N/A	#N/A	24	25
1	345	31/07/2008	23	25	9	24	20	2	12	16	19	14	15	7	18	11	21	0	2	#N/A	2	#N/A	#N/A	#N/A	#N/A	7	#N/A	9	#N/A	11	12	#N/A	14	15	16	#N/A	18	19	20	21	#N/A	23	24	25
1	346	04/08/2008	14	10	23	5	12	6	8	17	24	18	15	2	1	21	3	0	9	1	2	3	#N/A	5	6	#N/A	8	#N/A	10	#N/A	12	#N/A	14	15	#N/A	17	18	#N/A	#N/A	21	#N/A	23	24	#N/A
1	347	07/08/2008	15	24	19	3	18	14	25	12	20	9	10	11	5	8	7	0	1	#N/A	#N/A	3	#N/A	5	#N/A	7	8	9	10	11	12	#N/A	14	15	#N/A	#N/A	18	19	20	#N/A	#N/A	#N/A	24	25
1	348	11/08/2008	14	8	20	19	12	25	1	7	18	24	2	17	5	22	21	0	3	1	2	#N/A	#N/A	5	#N/A	7	8	#N/A	#N/A	#N/A	12	#N/A	14	#N/A	#N/A	17	18	19	20	21	22	#N/A	24	25
1	349	14/08/2008	7	8	17	20	22	12	1	16	2	19	25	24	5	14	18	0	32	1	2	#N/A	#N/A	5	#N/A	7	8	#N/A	#N/A	#N/A	12	#N/A	14	#N/A	16	17	18	19	20	#N/A	22	#N/A	24	25
1	350	18/08/2008	23	9	1	14	13	7	15	4	25	22	12	8	6	2	3	0	6	1	2	3	4	#N/A	6	7	8	9	#N/A	#N/A	12	13	14	15	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	22	23	#N/A	25
1	351	21/08/2008	7	1	12	3	24	18	23	5	19	2	14	11	10	17	16	0	2	1	2	3	#N/A	5	#N/A	7	#N/A	#N/A	10	11	12	#N/A	14	#N/A	16	17	18	19	#N/A	#N/A	#N/A	23	24	#N/A
1	352	25/08/2008	3	1	15	13	6	20	17	24	19	2	12	22	4	9	18	0	2	1	2	3	4	#N/A	6	#N/A	#N/A	9	#N/A	#N/A	12	13	#N/A	15	#N/A	17	18	19	20	#N/A	22	#N/A	24	#N/A
1	353	28/08/2008	18	23	19	8	12	2	9	11	3	21	22	20	13	17	7	0	14	#N/A	2	3	#N/A	#N/A	#N/A	7	8	9	#N/A	11	12	13	#N/A	#N/A	#N/A	17	18	19	20	21	22	23	#N/A	#N/A
1	354	01/09/2008	23	22	9	10	8	19	17	12	1	2	18	21	4	16	7	0	1	1	2	#N/A	4	#N/A	#N/A	7	8	9	10	#N/A	12	#N/A	#N/A	#N/A	16	17	18	19	#N/A	21	22	23	#N/A	#N/A
1	355	04/09/2008	12	11	23	13	8	4	19	25	18	7	10	6	9	15	2	0	4	#N/A	2	#N/A	4	#N/A	6	7	8	9	10	11	12	13	#N/A	15	#N/A	#N/A	18	19	#N/A	#N/A	#N/A	23	#N/A	25
1	356	08/09/2008	13	10	2	24	5	16	15	11	14	19	9	4	25	22	20	0	2	#N/A	2	#N/A	4	5	#N/A	#N/A	#N/A	9	10	11	#N/A	13	14	15	16	#N/A	#N/A	19	20	#N/A	22	#N/A	24	25
1	357	11/09/2008	17	10	6	23	21	5	8	9	14	2	19	1	13	11	25	0	6	1	2	#N/A	#N/A	5	6	#N/A	8	9	10	11	#N/A	13	14	#N/A	#N/A	17	#N/A	19	#N/A	21	#N/A	23	#N/A	25
1	358	15/09/2008	25	16	17	11	14	18	12	23	24	4	15	2	10	6	9	0	2	#N/A	2	#N/A	4	#N/A	6	#N/A	#N/A	9	10	11	12	#N/A	14	15	16	17	18	#N/A	#N/A	#N/A	#N/A	23	24	25
1	359	18/09/2008	22	21	12	4	25	13	8	24	16	11	7	17	19	18	10	0	1	#N/A	#N/A	#N/A	4	#N/A	#N/A	7	8	#N/A	10	11	12	13	#N/A	#N/A	16	17	18	19	#N/A	21	22	#N/A	24	25
1	360	22/09/2008	5	17	18	2	11	8	4	19	20	1	3	24	9	23	7	0	2	1	2	3	4	5	#N/A	7	8	9	#N/A	11	#N/A	#N/A	#N/A	#N/A	#N/A	17	18	19	20	#N/A	#N/A	23	24	#N/A
1	361	25/09/2008	9	1	20	12	7	10	14	24	19	23	13	4	17	16	15	0	4	1	#N/A	#N/A	4	#N/A	#N/A	7	#N/A	9	10	#N/A	12	13	14	15	16	17	#N/A	19	20	#N/A	#N/A	23	24	#N/A
1	362	29/09/2008	10	23	4	13	22	6	3	18	1	2	24	12	5	7	17	0	8	1	2	3	4	5	6	7	#N/A	#N/A	10	#N/A	12	13	#N/A	#N/A	#N/A	17	18	#N/A	#N/A	#N/A	22	23	24	#N/A
1	363	02/10/2008	22	23	16	3	8	6	17	2	4	9	13	11	15	20	21	0	5	#N/A	2	3	4	#N/A	6	#N/A	8	9	#N/A	11	#N/A	13	#N/A	15	16	17	#N/A	#N/A	20	21	22	23	#N/A	#N/A
1	364	06/10/2008	2	9	6	15	19	21	12	11	7	20	22	13	24	3	4	0	3	#N/A	#N/A	3	4	#N/A	6	7	#N/A	9	#N/A	11	12	13	#N/A	15	#N/A	#N/A	#N/A	19	20	21	22	#N/A	24	#N/A
1	365	09/10/2008	11	12	4	8	19	5	15	20	23	16	3	24	25	18	10	0	2	#N/A	#N/A	3	4	5	#N/A	#N/A	8	#N/A	10	11	12	#N/A	#N/A	15	16	#N/A	18	19	20	#N/A	#N/A	23	24	25
1	366	13/10/2008	23	6	22	11	15	21	13	5	8	3	17	9	20	18	25	0	16	#N/A	#N/A	3	#N/A	5	6	#N/A	8	9	#N/A	11	#N/A	13	#N/A	15	#N/A	17	18	#N/A	20	21	22	23	#N/A	25
1	367	16/10/2008	15	21	13	20	18	22	12	7	1	17	2	8	4	9	24	0	39	1	2	#N/A	4	#N/A	#N/A	7	8	9	#N/A	#N/A	12	13	#N/A	15	#N/A	17	18	#N/A	20	21	22	#N/A	24	#N/A
1	368	20/10/2008	6	13	22	5	2	3	24	14	11	21	20	15	19	17	4	0	2	#N/A	2	3	4	5	6	#N/A	#N/A	#N/A	#N/A	11	#N/A	13	14	15	#N/A	17	#N/A	19	20	21	22	#N/A	24	#N/A
1	369	23/10/2008	24	9	12	5	15	3	23	11	6	21	1	7	14	22	20	0	1	1	#N/A	3	#N/A	5	6	7	#N/A	9	#N/A	11	12	#N/A	14	15	#N/A	#N/A	#N/A	#N/A	20	21	22	23	24	#N/A
1	370	27/10/2008	14	17	11	3	7	12	19	4	9	10	16	23	6	25	8	0	5	#N/A	#N/A	3	4	#N/A	6	7	8	9	10	11	12	#N/A	14	#N/A	16	17	#N/A	19	#N/A	#N/A	#N/A	23	#N/A	25
1	371	30/10/2008	1	16	2	8	3	13	22	7	10	5	14	6	15	25	9	0	0	1	2	3	#N/A	5	6	7	8	9	10	#N/A	#N/A	13	14	15	16	#N/A	#N/A	#N/A	#N/A	#N/A	22	#N/A	#N/A	25
1	372	03/11/2008	19	12	23	10	24	14	16	6	22	25	17	13	3	4	5	0	6	#N/A	#N/A	3	4	5	6	#N/A	#N/A	#N/A	10	#N/A	12	13	14	#N/A	16	17	#N/A	19	#N/A	#N/A	22	23	24	25
1	373	06/11/2008	19	20	11	22	4	17	14	13	9	23	2	15	12	21	6	0	4	#N/A	2	#N/A	4	#N/A	6	#N/A	#N/A	9	#N/A	11	12	13	14	15	#N/A	17	#N/A	19	20	21	22	23	#N/A	#N/A
1	374	10/11/2008	21	3	25	24	16	9	6	18	20	23	13	12	22	2	1	0	3	1	2	3	#N/A	#N/A	6	#N/A	#N/A	9	#N/A	#N/A	12	13	#N/A	#N/A	16	#N/A	18	#N/A	20	21	22	23	24	25
1	375	13/11/2008	1	5	16	10	25	2	14	13	11	18	7	19	12	17	20	0	4	1	2	#N/A	#N/A	5	#N/A	7	#N/A	#N/A	10	11	12	13	14	#N/A	16	17	18	19	20	#N/A	#N/A	#N/A	#N/A	25
1	376	17/11/2008	12	24	3	14	8	20	16	10	18	22	13	21	25	15	2	0	1	#N/A	2	3	#N/A	#N/A	#N/A	#N/A	8	#N/A	10	#N/A	12	13	14	15	16	#N/A	18	#N/A	20	21	22	#N/A	24	25
1	377	20/11/2008	22	11	12	15	4	3	1	8	2	7	17	9	13	19	20	0	2	1	2	3	4	#N/A	#N/A	7	8	9	#N/A	11	12	13	#N/A	15	#N/A	17	#N/A	19	20	#N/A	22	#N/A	#N/A	#N/A
1	378	24/11/2008	24	2	25	13	16	14	6	23	12	4	15	21	3	22	19	0	2	#N/A	2	3	4	#N/A	6	#N/A	#N/A	#N/A	#N/A	#N/A	12	13	14	15	16	#N/A	#N/A	19	#N/A	21	22	23	24	25
1	379	27/11/2008	21	7	14	17	16	13	4	22	5	3	12	25	18	11	10	0	1	#N/A	#N/A	3	4	5	#N/A	7	#N/A	#N/A	10	11	12	13	14	#N/A	16	17	18	#N/A	#N/A	21	22	#N/A	#N/A	25
1	380	01/12/2008	8	7	14	9	25	6	23	10	4	17	18	22	3	11	2	0	1	#N/A	2	3	4	#N/A	6	7	8	9	10	11	#N/A	#N/A	14	#N/A	#N/A	17	18	#N/A	#N/A	#N/A	22	23	#N/A	25
1	381	04/12/2008	3	7	13	19	25	15	6	12	17	4	10	22	21	9	1	0	17	1	#N/A	3	4	#N/A	6	7	#N/A	9	10	#N/A	12	13	#N/A	15	#N/A	17	#N/A	19	#N/A	21	22	#N/A	#N/A	25
1	382	08/12/2008	10	15	11	3	24	8	12	2	4	14	22	21	7	9	16	0	2	#N/A	2	3	4	#N/A	#N/A	7	8	9	10	11	12	#N/A	14	15	16	#N/A	#N/A	#N/A	#N/A	21	22	#N/A	24	#N/A
1	383	11/12/2008	24	22	11	16	15	7	9	23	18	6	5	14	25	12	3	0	4	#N/A	#N/A	3	#N/A	5	6	7	#N/A	9	#N/A	11	12	#N/A	14	15	16	#N/A	18	#N/A	#N/A	#N/A	22	23	24	25
1	384	15/12/2008	17	19	13	22	7	11	25	4	1	15	18	3	21	10	20	0	3	1	#N/A	3	4	#N/A	#N/A	7	#N/A	#N/A	10	11	#N/A	13	#N/A	15	#N/A	17	18	19	20	21	22	#N/A	#N/A	25
1	385	18/12/2008	4	5	8	12	20	23	25	6	13	15	18	1	24	22	2	0	7	1	2	#N/A	4	5	6	#N/A	8	#N/A	#N/A	#N/A	12	13	#N/A	15	#N/A	#N/A	18	#N/A	20	#N/A	22	23	24	25
1	386	22/12/2008	23	15	11	21	19	3	7	6	9	1	18	20	25	2	4	0	3	1	2	3	4	#N/A	6	7	#N/A	9	#N/A	11	#N/A	#N/A	#N/A	15	#N/A	#N/A	18	19	20	21	#N/A	23	#N/A	25
1	387	26/12/2008	23	12	11	14	19	15	21	9	4	22	8	2	20	3	10	0	11	#N/A	2	3	4	#N/A	#N/A	#N/A	8	9	10	11	12	#N/A	14	15	#N/A	#N/A	#N/A	19	20	21	22	23	#N/A	#N/A
1	388	29/12/2008	1	7	21	15	16	9	11	6	10	20	5	17	3	18	2	0	0	1	2	3	#N/A	5	6	7	#N/A	9	10	11	#N/A	#N/A	#N/A	15	16	17	18	#N/A	20	21	#N/A	#N/A	#N/A	#N/A
1	389	02/01/2009	19	23	2	12	3	9	24	4	17	5	10	25	13	6	18	0	5	#N/A	2	3	4	5	6	#N/A	#N/A	9	10	#N/A	12	13	#N/A	#N/A	#N/A	17	18	19	#N/A	#N/A	#N/A	23	24	25
1	390	05/01/2009	12	25	21	5	7	22	19	2	20	13	14	10	11	15	24	0	2	#N/A	2	#N/A	#N/A	5	#N/A	7	#N/A	#N/A	10	11	12	13	14	15	#N/A	#N/A	#N/A	19	20	21	22	#N/A	24	25
1	391	08/01/2009	21	18	25	16	6	15	4	23	13	12	3	1	9	22	8	0	16	1	#N/A	3	4	#N/A	6	#N/A	8	9	#N/A	#N/A	12	13	#N/A	15	16	#N/A	18	#N/A	#N/A	21	22	23	#N/A	25
1	392	12/01/2009	1	23	2	18	20	3	17	21	11	25	15	10	4	14	12	0	0	1	2	3	4	#N/A	#N/A	#N/A	#N/A	#N/A	10	11	12	#N/A	14	15	#N/A	17	18	#N/A	20	21	#N/A	23	#N/A	25
1	393	15/01/2009	4	8	23	17	3	21	22	20	18	1	25	6	7	10	11	0	3	1	#N/A	3	4	#N/A	6	7	8	#N/A	10	11	#N/A	#N/A	#N/A	#N/A	#N/A	17	18	#N/A	20	21	22	23	#N/A	25
1	394	19/01/2009	6	14	12	13	2	22	16	20	18	7	24	21	8	23	5	0	4	#N/A	2	#N/A	#N/A	5	6	7	8	#N/A	#N/A	#N/A	12	13	14	#N/A	16	#N/A	18	#N/A	20	21	22	23	24	#N/A
1	395	22/01/2009	2	8	11	25	22	1	4	9	13	14	15	23	21	17	6	0	6	1	#N/A	#N/A	4	#N/A	6	#N/A	8	9	#N/A	11	#N/A	13	14	15	#N/A	17	#N/A	#N/A	#N/A	21	22	23	#N/A	25
1	396	26/01/2009	3	2	9	1	5	10	15	13	22	7	6	24	20	18	11	0	12	1	2	3	#N/A	5	6	7	#N/A	9	10	11	#N/A	13	#N/A	15	#N/A	#N/A	18	#N/A	20	#N/A	22	#N/A	24	#N/A
1	397	29/01/2009	15	2	25	20	6	4	10	1	3	5	9	13	14	8	22	0	3	1	2	3	4	5	6	#N/A	8	9	10	#N/A	#N/A	13	14	15	#N/A	#N/A	#N/A	#N/A	20	#N/A	22	#N/A	#N/A	25
1	398	02/02/2009	13	22	10	3	9	16	12	20	5	7	18	4	21	2	8	0	3	#N/A	2	3	4	5	#N/A	7	8	9	10	#N/A	12	13	#N/A	#N/A	16	#N/A	18	#N/A	20	21	22	#N/A	#N/A	#N/A
1	399	05/02/2009	10	22	12	11	14	24	21	19	9	17	23	1	7	4	16	0	6	1	#N/A	#N/A	4	#N/A	#N/A	7	#N/A	9	10	11	12	#N/A	14	#N/A	16	17	#N/A	19	#N/A	21	22	23	24	#N/A
1	400	09/02/2009	12	20	23	24	15	1	9	22	10	19	17	14	16	21	5	0	2	1	#N/A	#N/A	#N/A	5	#N/A	#N/A	#N/A	9	10	#N/A	12	#N/A	14	15	16	17	#N/A	19	20	21	22	23	24	#N/A
1	401	12/02/2009	8	7	25	17	23	10	6	24	21	5	2	3	14	16	1	0	4	1	2	3	#N/A	5	6	7	8	#N/A	10	#N/A	#N/A	#N/A	14	#N/A	16	17	#N/A	#N/A	#N/A	21	#N/A	23	24	25
1	402	16/02/2009	9	6	21	22	20	1	11	7	8	23	2	4	25	24	16	0	3	1	2	#N/A	4	#N/A	6	7	8	9	#N/A	11	#N/A	#N/A	#N/A	#N/A	16	#N/A	#N/A	#N/A	20	21	22	23	24	25
1	403	19/02/2009	25	21	8	14	24	13	2	9	7	4	12	15	6	11	19	0	1	#N/A	2	#N/A	4	#N/A	6	7	8	9	#N/A	11	12	13	14	15	#N/A	#N/A	#N/A	19	#N/A	21	#N/A	#N/A	24	25
1	404	26/02/2009	21	8	14	1	6	13	20	11	18	16	24	25	22	5	10	0	10	1	#N/A	#N/A	#N/A	5	6	#N/A	8	#N/A	10	11	#N/A	13	14	#N/A	16	#N/A	18	#N/A	20	21	22	#N/A	24	25
1	405	02/03/2009	18	16	25	5	7	24	6	11	8	4	19	22	14	13	12	0	4	#N/A	#N/A	#N/A	4	5	6	7	8	#N/A	#N/A	11	12	13	14	#N/A	16	#N/A	18	19	#N/A	#N/A	22	#N/A	24	25
1	406	05/03/2009	16	9	5	1	2	8	24	4	22	21	11	7	10	17	23	0	2	1	2	#N/A	4	5	#N/A	7	8	9	10	11	#N/A	#N/A	#N/A	#N/A	16	17	#N/A	#N/A	#N/A	21	22	23	24	#N/A
1	407	09/03/2009	12	14	11	17	22	20	25	4	8	15	6	16	9	7	2	0	3	#N/A	2	#N/A	4	#N/A	6	7	8	9	#N/A	11	12	#N/A	14	15	16	17	#N/A	#N/A	20	#N/A	22	#N/A	#N/A	25
1	408	12/03/2009	20	1	14	12	18	3	21	22	11	4	2	10	15	23	19	0	6	1	2	3	4	#N/A	#N/A	#N/A	#N/A	#N/A	10	11	12	#N/A	14	15	#N/A	#N/A	18	19	20	21	22	23	#N/A	#N/A
1	409	16/03/2009	24	6	14	20	8	7	23	25	4	2	10	16	21	1	17	0	7	1	2	#N/A	4	#N/A	6	7	8	#N/A	10	#N/A	#N/A	#N/A	14	#N/A	16	17	#N/A	#N/A	20	21	#N/A	23	24	25
1	410	19/03/2009	5	17	1	4	8	15	19	18	7	10	25	9	14	13	11	0	3	1	#N/A	#N/A	4	5	#N/A	7	8	9	10	11	#N/A	13	14	15	#N/A	17	18	19	#N/A	#N/A	#N/A	#N/A	#N/A	25
